,Nº de Série do DOF,RegistroEntrada
8297,283641,2019-11-02 15:39:00
8298,480002,2019-09-25 12:50:00
8299,306182,2019-09-27 18:12:00
8300,305447,2019-11-02 15:39:00
8301,433332,2019-09-25 12:50:00
8302,506191,2019-09-27 18:12:00
8303,390217,2019-09-25 12:50:00
8304,377624,2019-09-25 12:50:00
8305,378566,2019-10-28 17:34:00
8306,401789,2019-11-02 15:39:00
8307,612676,2019-10-28 17:34:00
8308,491570,2019-09-27 11:42:00
8309,239585,2019-11-02 15:39:00
8310,499592,2019-10-28 17:34:00
8311,499788,2019-10-28 17:34:00
8312,496758,2019-09-25 12:50:00
8313,485214,2019-09-25 12:50:00
8314,523435,2019-11-02 15:39:00
8315,527855,2019-10-28 17:34:00
8316,523476,2019-10-28 17:34:00
8317,632343,2019-10-28 17:34:00
8318,523535,2019-09-27 11:42:00
8319,523582,2019-10-28 17:34:00
8320,522886,2019-09-25 12:50:00
8321,329895,2019-11-02 15:39:00
8322,529954,2019-10-28 17:34:00
8323,587259,2019-09-25 12:50:00
8324,573317,2019-09-27 18:12:00
8325,648341,2019-09-25 12:50:00
8326,449126,2019-09-27 18:12:00
8327,449484,2019-09-27 18:12:00
8328,449133,2019-09-27 18:12:00
8329,465352,2019-09-27 18:12:00
8330,585452,2019-09-27 18:12:00
8331,425549,2019-09-27 11:42:00
8332,424889,2019-09-27 11:42:00
8333,293718,2019-09-27 18:12:00
8334,502380,2019-09-27 18:12:00
8335,504307,2019-09-27 11:42:00
8336,315621,2019-09-27 18:12:00
8337,486238,2019-09-27 18:12:00
8338,443043,2019-11-02 15:39:00
8339,503368,2019-10-28 17:34:00
8340,554086,2019-09-27 11:42:00
8341,465680,2019-09-27 18:12:00
8342,465421,2019-09-27 18:12:00
8343,404779,2019-10-28 17:34:00
8344,474828,2019-09-27 18:12:00
8345,479178,2019-09-27 18:12:00
8346,474934,2019-10-28 17:34:00
8347,550117,2019-11-02 15:39:00
8348,509046,2019-09-25 12:50:00
8349,657183,2019-09-27 11:42:00
8350,556808,2019-09-27 11:42:00
8351,558187,2019-10-28 17:34:00
8352,522525,2019-09-25 12:50:00
8353,519562,2019-09-25 12:50:00
8354,351391,2019-09-27 18:12:00
8355,524887,2019-11-02 15:39:00
8356,525813,2019-09-27 18:12:00
8357,527626,2019-11-02 15:39:00
8358,440905,2019-09-27 18:12:00
8359,442914,2019-11-02 15:39:00
8360,377644,2019-09-27 11:42:00
8361,287978,2019-10-28 17:34:00
8362,589803,2019-09-27 18:12:00
8363,585455,2019-09-25 12:50:00
8364,584113,2019-09-27 18:12:00
8365,386265,2019-11-02 15:39:00
8366,508958,2019-10-28 17:34:00
8367,588395,2019-09-27 11:42:00
8368,588470,2019-09-27 11:42:00
8369,493524,2019-09-25 12:50:00
8370,493806,2019-09-27 18:12:00
8371,439520,2019-09-27 11:42:00
8372,452947,2019-09-25 12:50:00
8373,358240,2019-10-28 17:34:00
8374,484333,2019-09-27 18:12:00
8375,249899,2019-09-25 12:50:00
8376,252326,2019-11-02 15:39:00
8377,426124,2019-10-28 17:34:00
8378,527792,2019-09-25 12:50:00
8379,560732,2019-09-27 18:12:00
8380,561578,2019-11-02 15:39:00
8381,643814,2019-09-27 18:12:00
8382,578750,2019-11-02 15:39:00
8383,366418,2019-09-25 12:50:00
8384,303212,2019-09-27 11:42:00
8385,302986,2019-09-27 11:42:00
8386,431542,2019-09-25 12:50:00
8387,604036,2019-11-02 15:39:00
8388,683087,2019-09-27 18:12:00
8389,504816,2019-10-28 17:34:00
8390,326317,2019-09-27 18:12:00
8391,487035,2019-10-28 17:34:00
8392,491074,2019-09-25 12:50:00
8393,638868,2019-09-27 18:12:00
8394,637718,2019-10-28 17:34:00
8395,648248,2019-09-27 18:12:00
8396,313320,2019-09-27 11:42:00
8397,603738,2019-11-02 15:39:00
8398,520573,2019-11-02 15:39:00
8399,406158,2019-10-28 17:34:00
8400,536716,2019-11-02 15:39:00
8401,627862,2019-09-25 12:50:00
8402,644901,2019-11-02 15:39:00
8403,282363,2019-09-27 11:42:00
8404,602179,2019-11-02 15:39:00
8405,275699,2019-09-27 18:12:00
8406,469985,2019-11-02 15:39:00
8407,531949,2019-10-28 17:34:00
8408,467218,2019-09-27 18:12:00
8409,541831,2019-10-28 17:34:00
8410,534565,2019-10-28 17:34:00
8411,578335,2019-10-28 17:34:00
8412,566350,2019-09-27 11:42:00
8413,565496,2019-11-02 15:39:00
8414,566618,2019-11-02 15:39:00
8415,619849,2019-09-27 11:42:00
8416,493860,2019-09-27 11:42:00
8417,494989,2019-09-25 12:50:00
8418,579825,2019-11-02 15:39:00
8419,443208,2019-10-28 17:34:00
8420,444532,2019-09-25 12:50:00
8421,692368,2019-10-28 17:34:00
8422,570336,2019-09-27 11:42:00
8423,476801,2019-10-28 17:34:00
8424,649655,2019-09-27 18:12:00
8425,651025,2019-10-28 17:34:00
8426,397174,2019-11-02 15:39:00
8427,397198,2019-10-28 17:34:00
8428,565574,2019-11-02 15:39:00
8429,479884,2019-10-28 17:34:00
8430,492193,2019-09-27 11:42:00
8431,609814,2019-09-25 12:50:00
8432,335471,2019-09-27 11:42:00
8433,514596,2019-09-27 11:42:00
8434,498793,2019-11-02 15:39:00
8435,261880,2019-09-27 18:12:00
8436,256011,2019-10-28 17:34:00
8437,258441,2019-09-25 12:50:00
8438,633906,2019-09-25 12:50:00
8439,381809,2019-09-27 18:12:00
8440,513217,2019-11-02 15:39:00
8441,524752,2019-09-25 12:50:00
8442,522916,2019-09-27 18:12:00
8443,557249,2019-10-28 17:34:00
8444,558290,2019-09-25 12:50:00
8445,462231,2019-11-02 15:39:00
8446,339723,2019-09-27 18:12:00
8447,423826,2019-11-02 15:39:00
8448,459325,2019-11-02 15:39:00
8449,525653,2019-11-02 15:39:00
8450,345723,2019-09-27 11:42:00
8451,379229,2019-10-28 17:34:00
8452,393727,2019-09-27 18:12:00
8453,393967,2019-10-28 17:34:00
8454,378554,2019-11-02 15:39:00
8455,609237,2019-10-28 17:34:00
8456,238300,2019-09-27 18:12:00
8457,557296,2019-09-25 12:50:00
8458,557110,2019-09-27 11:42:00
8459,556101,2019-09-27 18:12:00
8460,598670,2019-09-25 12:50:00
8461,590806,2019-11-02 15:39:00
8462,533916,2019-10-28 17:34:00
8463,590572,2019-09-27 18:12:00
8464,656219,2019-10-28 17:34:00
8465,565222,2019-09-27 18:12:00
8466,527887,2019-10-28 17:34:00
8467,513688,2019-09-27 11:42:00
8468,453028,2019-09-25 12:50:00
8469,357477,2019-11-02 15:39:00
8470,485118,2019-09-27 18:12:00
8471,566486,2019-10-28 17:34:00
8472,444785,2019-09-27 11:42:00
8473,315693,2019-09-25 12:50:00
8474,488035,2019-09-25 12:50:00
8475,344716,2019-09-25 12:50:00
8476,623538,2019-11-02 15:39:00
8477,504374,2019-10-28 17:34:00
8478,504319,2019-10-28 17:34:00
8479,487073,2019-10-28 17:34:00
8480,484327,2019-11-02 15:39:00
8481,583278,2019-09-27 11:42:00
8482,509982,2019-11-02 15:39:00
8483,440225,2019-09-27 11:42:00
8484,465904,2019-10-28 17:34:00
8485,651007,2019-11-02 15:39:00
8486,491455,2019-10-28 17:34:00
8487,483584,2019-09-25 12:50:00
8488,398608,2019-09-25 12:50:00
8489,479830,2019-11-02 15:39:00
8490,565719,2019-10-28 17:34:00
8491,648421,2019-10-28 17:34:00
8492,283646,2019-11-02 15:39:00
8493,576764,2019-11-02 15:39:00
8494,471784,2019-10-28 17:34:00
8495,484312,2019-09-25 12:50:00
8496,485261,2019-09-25 12:50:00
8497,486628,2019-09-27 11:42:00
8498,483942,2019-10-28 17:34:00
8499,274758,2019-10-28 17:34:00
8500,628371,2019-11-02 15:39:00
8501,494051,2019-09-27 11:42:00
8502,578851,2019-09-25 12:50:00
8503,474177,2019-09-25 12:50:00
8504,473002,2019-11-02 15:39:00
8505,584786,2019-10-28 17:34:00
8506,615696,2019-10-28 17:34:00
8507,483467,2019-09-25 12:50:00
8508,537673,2019-09-27 18:12:00
8509,535224,2019-09-25 12:50:00
8510,534666,2019-09-27 18:12:00
8511,569407,2019-11-02 15:39:00
8512,569351,2019-09-25 12:50:00
8513,621180,2019-09-27 18:12:00
8514,404477,2019-09-27 18:12:00
8515,554941,2019-09-27 11:42:00
8516,457730,2019-11-02 15:39:00
8517,555091,2019-11-02 15:39:00
8518,556220,2019-09-27 11:42:00
8519,463722,2019-11-02 15:39:00
8520,464281,2019-09-27 11:42:00
8521,406697,2019-09-27 18:12:00
8522,474822,2019-11-02 15:39:00
8523,285812,2019-11-02 15:39:00
8524,306130,2019-09-25 12:50:00
8525,276322,2019-11-02 15:39:00
8526,265202,2019-09-27 18:12:00
8527,523990,2019-09-27 18:12:00
8528,431442,2019-09-25 12:50:00
8529,403088,2019-09-27 18:12:00
8530,531911,2019-11-02 15:39:00
8531,504473,2019-09-25 12:50:00
8532,346933,2019-09-25 12:50:00
8533,639373,2019-10-28 17:34:00
8534,605100,2019-10-28 17:34:00
8535,659317,2019-09-27 11:42:00
8536,461504,2019-10-28 17:34:00
8537,425276,2019-10-28 17:34:00
8538,647941,2019-10-28 17:34:00
8539,630912,2019-10-28 17:34:00
8540,533890,2019-09-27 11:42:00
8541,346999,2019-09-27 18:12:00
8542,534669,2019-11-02 15:39:00
8543,566357,2019-09-27 18:12:00
8544,702731,2019-11-02 15:39:00
8545,545786,2019-09-25 12:50:00
8546,509313,2019-09-25 12:50:00
8547,439731,2019-09-27 11:42:00
8548,667783,2019-09-25 12:50:00
8549,442486,2019-09-27 11:42:00
8550,518516,2019-09-27 11:42:00
8551,514576,2019-09-25 12:50:00
8552,272225,2019-09-27 11:42:00
8553,397969,2019-09-27 18:12:00
8554,277652,2019-10-28 17:34:00
8555,528066,2019-10-28 17:34:00
8556,494345,2019-09-27 18:12:00
8557,584107,2019-11-02 15:39:00
8558,571391,2019-11-02 15:39:00
8559,568501,2019-09-27 18:12:00
8560,567762,2019-10-28 17:34:00
8561,486903,2019-09-25 12:50:00
8562,483641,2019-09-27 18:12:00
8563,494157,2019-11-02 15:39:00
8564,563566,2019-09-25 12:50:00
8565,559224,2019-09-27 18:12:00
8566,303401,2019-10-28 17:34:00
8567,576616,2019-10-28 17:34:00
8568,449212,2019-09-27 18:12:00
8569,556332,2019-09-27 11:42:00
8570,558360,2019-09-27 18:12:00
8571,668545,2019-09-27 11:42:00
8572,537731,2019-09-27 11:42:00
8573,536395,2019-09-27 11:42:00
8574,534359,2019-10-28 17:34:00
8575,284385,2019-09-27 18:12:00
8576,295321,2019-09-27 18:12:00
8577,423518,2019-09-27 18:12:00
8578,630677,2019-09-25 12:50:00
8579,495088,2019-09-25 12:50:00
8580,506167,2019-10-28 17:34:00
8581,494612,2019-09-25 12:50:00
8582,493932,2019-10-28 17:34:00
8583,578992,2019-09-25 12:50:00
8584,466771,2019-09-25 12:50:00
8585,576842,2019-09-27 11:42:00
8586,577524,2019-09-27 18:12:00
8587,478398,2019-10-28 17:34:00
8588,474620,2019-11-02 15:39:00
8589,460830,2019-10-28 17:34:00
8590,555144,2019-09-25 12:50:00
8591,569433,2019-09-27 18:12:00
8592,465952,2019-09-25 12:50:00
8593,556629,2019-09-27 11:42:00
8594,463657,2019-09-25 12:50:00
8595,552593,2019-09-27 18:12:00
8596,521857,2019-10-28 17:34:00
8597,521337,2019-10-28 17:34:00
8598,362081,2019-10-28 17:34:00
8599,599878,2019-10-28 17:34:00
8600,306617,2019-11-02 15:39:00
8601,480103,2019-09-27 18:12:00
8602,448530,2019-09-27 11:42:00
8603,508710,2019-10-28 17:34:00
8604,446808,2019-11-02 15:39:00
8605,433255,2019-09-27 18:12:00
8606,429018,2019-09-27 18:12:00
8607,390952,2019-11-02 15:39:00
8608,512133,2019-09-27 18:12:00
8609,512985,2019-11-02 15:39:00
8610,590797,2019-09-27 11:42:00
8611,514155,2019-10-28 17:34:00
8612,554832,2019-09-25 12:50:00
8613,457854,2019-09-25 12:50:00
8614,610728,2019-09-27 11:42:00
8615,610747,2019-09-25 12:50:00
8616,609813,2019-09-25 12:50:00
8617,498627,2019-09-27 11:42:00
8618,588449,2019-09-27 11:42:00
8619,588517,2019-09-27 18:12:00
8620,513958,2019-09-27 11:42:00
8621,510641,2019-11-02 15:39:00
8622,452711,2019-09-27 11:42:00
8623,322900,2019-09-27 18:12:00
8624,248420,2019-11-02 15:39:00
8625,550393,2019-09-25 12:50:00
8626,308841,2019-10-28 17:34:00
8627,457859,2019-10-28 17:34:00
8628,270406,2019-09-25 12:50:00
8629,585436,2019-10-28 17:34:00
8630,431564,2019-09-27 18:12:00
8631,382120,2019-10-28 17:34:00
8632,541679,2019-09-27 11:42:00
8633,539964,2019-09-25 12:50:00
8634,539277,2019-11-02 15:39:00
8635,540588,2019-09-25 12:50:00
8636,487976,2019-11-02 15:39:00
8637,271784,2019-09-27 18:12:00
8638,499825,2019-10-28 17:34:00
8639,523451,2019-10-28 17:34:00
8640,523517,2019-10-28 17:34:00
8641,526437,2019-09-27 11:42:00
8642,504283,2019-09-27 11:42:00
8643,430354,2019-10-28 17:34:00
8644,604898,2019-11-02 15:39:00
8645,342319,2019-09-27 11:42:00
8646,287962,2019-09-25 12:50:00
8647,688630,2019-10-28 17:34:00
8648,589351,2019-11-02 15:39:00
8649,507949,2019-11-02 15:39:00
8650,672915,2019-10-28 17:34:00
8651,284412,2019-09-25 12:50:00
8652,617935,2019-09-27 18:12:00
8653,508556,2019-09-25 12:50:00
8654,579313,2019-11-02 15:39:00
8655,474194,2019-10-28 17:34:00
8656,555141,2019-11-02 15:39:00
8657,570301,2019-11-02 15:39:00
8658,595137,2019-10-28 17:34:00
8659,587729,2019-09-27 18:12:00
8660,661105,2019-11-02 15:39:00
8661,664009,2019-10-28 17:34:00
8662,527252,2019-10-28 17:34:00
8663,385568,2019-10-28 17:34:00
8664,475395,2019-11-02 15:39:00
8665,347872,2019-11-02 15:39:00
8666,444077,2019-09-27 11:42:00
8667,460216,2019-10-28 17:34:00
8668,568017,2019-09-27 11:42:00
8669,528357,2019-10-28 17:34:00
8670,590670,2019-09-27 18:12:00
8671,609863,2019-11-02 15:39:00
8672,609647,2019-10-28 17:34:00
8673,610684,2019-10-28 17:34:00
8674,610690,2019-09-27 11:42:00
8675,378577,2019-10-28 17:34:00
8676,444102,2019-10-28 17:34:00
8677,543807,2019-11-02 15:39:00
8678,677520,2019-09-27 18:12:00
8679,249215,2019-09-25 12:50:00
8680,378541,2019-09-27 18:12:00
8681,378926,2019-09-25 12:50:00
8682,632598,2019-09-25 12:50:00
8683,438522,2019-10-28 17:34:00
8684,438500,2019-09-27 18:12:00
8685,667468,2019-09-25 12:50:00
8686,383226,2019-11-02 15:39:00
8687,698167,2019-11-02 15:39:00
8688,517361,2019-09-27 18:12:00
8689,518635,2019-09-27 18:12:00
8690,429272,2019-09-27 11:42:00
8691,647414,2019-09-27 11:42:00
8692,278234,2019-09-27 18:12:00
8693,541807,2019-10-28 17:34:00
8694,539552,2019-10-28 17:34:00
8695,504064,2019-09-25 12:50:00
8696,504293,2019-11-02 15:39:00
8697,522579,2019-09-25 12:50:00
8698,519286,2019-11-02 15:39:00
8699,522558,2019-11-02 15:39:00
8700,284365,2019-11-02 15:39:00
8701,585393,2019-11-02 15:39:00
8702,494279,2019-09-27 18:12:00
8703,494307,2019-09-27 11:42:00
8704,496134,2019-09-27 11:42:00
8705,481091,2019-09-27 11:42:00
8706,533993,2019-09-27 18:12:00
8707,309568,2019-11-02 15:39:00
8708,543033,2019-09-27 11:42:00
8709,536528,2019-09-27 18:12:00
8710,504891,2019-09-27 11:42:00
8711,577439,2019-09-25 12:50:00
8712,505517,2019-09-27 11:42:00
8713,468145,2019-09-27 11:42:00
8714,474881,2019-09-27 11:42:00
8715,471749,2019-11-02 15:39:00
8716,459066,2019-10-28 17:34:00
8717,409316,2019-10-28 17:34:00
8718,474886,2019-11-02 15:39:00
8719,460193,2019-10-28 17:34:00
8720,647533,2019-11-02 15:39:00
8721,563562,2019-09-27 18:12:00
8722,398534,2019-09-27 18:12:00
8723,483525,2019-11-02 15:39:00
8724,475662,2019-10-28 17:34:00
8725,483653,2019-10-28 17:34:00
8726,563560,2019-10-28 17:34:00
8727,481680,2019-11-02 15:39:00
8728,522529,2019-10-28 17:34:00
8729,610824,2019-09-27 11:42:00
8730,248399,2019-09-25 12:50:00
8731,706866,2019-09-27 11:42:00
8732,485233,2019-10-28 17:34:00
8733,266878,2019-11-02 15:39:00
8734,609728,2019-11-02 15:39:00
8735,602773,2019-09-27 18:12:00
8736,497976,2019-11-02 15:39:00
8737,498486,2019-09-27 11:42:00
8738,498536,2019-10-28 17:34:00
8739,457851,2019-09-27 11:42:00
8740,612875,2019-09-27 11:42:00
8741,514530,2019-10-28 17:34:00
8742,516780,2019-09-25 12:50:00
8743,380067,2019-10-28 17:34:00
8744,316570,2019-10-28 17:34:00
8745,508793,2019-11-02 15:39:00
8746,556979,2019-09-25 12:50:00
8747,477631,2019-10-28 17:34:00
8748,592828,2019-10-28 17:34:00
8749,508737,2019-09-25 12:50:00
8750,425631,2019-09-25 12:50:00
8751,389658,2019-11-02 15:39:00
8752,683801,2019-11-02 15:39:00
8753,487452,2019-09-27 18:12:00
8754,430283,2019-11-02 15:39:00
8755,490428,2019-11-02 15:39:00
8756,526602,2019-09-27 11:42:00
8757,666542,2019-09-27 18:12:00
8758,557007,2019-09-25 12:50:00
8759,556317,2019-09-27 11:42:00
8760,284426,2019-09-27 18:12:00
8761,602817,2019-10-28 17:34:00
8762,674066,2019-09-27 18:12:00
8763,450882,2019-09-27 11:42:00
8764,518590,2019-09-27 11:42:00
8765,514604,2019-11-02 15:39:00
8766,577301,2019-09-27 18:12:00
8767,630607,2019-09-27 11:42:00
8768,503964,2019-09-27 11:42:00
8769,500984,2019-10-28 17:34:00
8770,643383,2019-09-25 12:50:00
8771,494229,2019-09-27 18:12:00
8772,252977,2019-11-02 15:39:00
8773,256522,2019-09-27 18:12:00
8774,462232,2019-09-25 12:50:00
8775,483536,2019-10-28 17:34:00
8776,260190,2019-09-27 18:12:00
8777,670830,2019-09-27 11:42:00
8778,548945,2019-09-27 11:42:00
8779,683816,2019-09-27 11:42:00
8780,555286,2019-09-25 12:50:00
8781,556936,2019-09-27 18:12:00
8782,404092,2019-09-25 12:50:00
8783,415974,2019-09-27 18:12:00
8784,441785,2019-09-27 11:42:00
8785,440147,2019-11-02 15:39:00
8786,377446,2019-11-02 15:39:00
8787,558432,2019-09-27 18:12:00
8788,462741,2019-09-27 18:12:00
8789,597802,2019-09-27 11:42:00
8790,597159,2019-09-25 12:50:00
8791,553373,2019-11-02 15:39:00
8792,633191,2019-11-02 15:39:00
8793,635105,2019-09-27 18:12:00
8794,677734,2019-09-27 18:12:00
8795,597331,2019-11-02 15:39:00
8796,522569,2019-09-27 11:42:00
8797,267110,2019-09-25 12:50:00
8798,545628,2019-10-28 17:34:00
8799,512586,2019-09-27 11:42:00
8800,511335,2019-09-27 11:42:00
8801,527882,2019-11-02 15:39:00
8802,526927,2019-10-28 17:34:00
8803,419793,2019-09-25 12:50:00
8804,385391,2019-09-25 12:50:00
8805,594546,2019-09-27 18:12:00
8806,444058,2019-09-25 12:50:00
8807,399310,2019-09-27 18:12:00
8808,508880,2019-09-25 12:50:00
8809,514625,2019-11-02 15:39:00
8810,610745,2019-11-02 15:39:00
8811,323392,2019-09-27 18:12:00
8812,427470,2019-09-27 11:42:00
8813,430446,2019-09-27 11:42:00
8814,427189,2019-09-25 12:50:00
8815,276986,2019-11-02 15:39:00
8816,540914,2019-09-27 18:12:00
8817,613285,2019-11-02 15:39:00
8818,510224,2019-10-28 17:34:00
8819,585945,2019-09-25 12:50:00
8820,495391,2019-09-25 12:50:00
8821,612928,2019-09-25 12:50:00
8822,532732,2019-11-02 15:39:00
8823,452444,2019-09-27 11:42:00
8824,511746,2019-09-27 18:12:00
8825,529947,2019-10-28 17:34:00
8826,529688,2019-10-28 17:34:00
8827,616833,2019-09-27 18:12:00
8828,542010,2019-09-25 12:50:00
8829,647545,2019-09-27 11:42:00
8830,648454,2019-09-27 18:12:00
8831,587731,2019-10-28 17:34:00
8832,530503,2019-11-02 15:39:00
8833,529661,2019-09-27 18:12:00
8834,575752,2019-09-25 12:50:00
8835,651375,2019-09-25 12:50:00
8836,653058,2019-10-28 17:34:00
8837,576554,2019-09-25 12:50:00
8838,522356,2019-09-25 12:50:00
8839,502724,2019-09-25 12:50:00
8840,329323,2019-09-27 18:12:00
8841,431539,2019-10-28 17:34:00
8842,430857,2019-09-25 12:50:00
8843,487688,2019-11-02 15:39:00
8844,483608,2019-09-25 12:50:00
8845,331210,2019-10-28 17:34:00
8846,558154,2019-09-27 18:12:00
8847,295438,2019-09-27 18:12:00
8848,649644,2019-09-27 11:42:00
8849,475451,2019-09-27 18:12:00
8850,257423,2019-10-28 17:34:00
8851,377755,2019-09-27 11:42:00
8852,573801,2019-10-28 17:34:00
8853,381407,2019-09-27 18:12:00
8854,272192,2019-09-27 18:12:00
8855,678857,2019-09-27 18:12:00
8856,628401,2019-11-02 15:39:00
8857,344767,2019-09-27 18:12:00
8858,620085,2019-09-27 18:12:00
8859,690427,2019-09-25 12:50:00
8860,460886,2019-09-27 11:42:00
8861,563984,2019-10-28 17:34:00
8862,386824,2019-11-02 15:39:00
8863,583306,2019-09-25 12:50:00
8864,509868,2019-09-25 12:50:00
8865,615731,2019-09-25 12:50:00
8866,539138,2019-09-25 12:50:00
8867,568118,2019-11-02 15:39:00
8868,566636,2019-09-27 11:42:00
8869,701629,2019-09-25 12:50:00
8870,702493,2019-09-27 18:12:00
8871,440402,2019-09-25 12:50:00
8872,570331,2019-10-28 17:34:00
8873,569719,2019-09-27 18:12:00
8874,570427,2019-09-27 18:12:00
8875,568482,2019-09-25 12:50:00
8876,566503,2019-09-25 12:50:00
8877,480786,2019-09-27 11:42:00
8878,414993,2019-09-25 12:50:00
8879,637346,2019-10-28 17:34:00
8880,520629,2019-09-25 12:50:00
8881,504528,2019-09-27 11:42:00
8882,586502,2019-09-27 18:12:00
8883,494191,2019-09-27 18:12:00
8884,495052,2019-11-02 15:39:00
8885,283690,2019-09-27 18:12:00
8886,622498,2019-09-25 12:50:00
8887,647541,2019-09-27 18:12:00
8888,534741,2019-10-28 17:34:00
8889,549796,2019-09-27 18:12:00
8890,458626,2019-10-28 17:34:00
8891,622007,2019-10-28 17:34:00
8892,493523,2019-09-25 12:50:00
8893,495703,2019-09-25 12:50:00
8894,570393,2019-09-27 11:42:00
8895,574918,2019-09-27 11:42:00
8896,488005,2019-09-27 18:12:00
8897,363788,2019-11-02 15:39:00
8898,416592,2019-09-25 12:50:00
8899,651014,2019-11-02 15:39:00
8900,565200,2019-09-25 12:50:00
8901,553987,2019-09-27 18:12:00
8902,463653,2019-09-27 11:42:00
8903,563563,2019-10-28 17:34:00
8904,479865,2019-10-28 17:34:00
8905,596862,2019-09-25 12:50:00
8906,611676,2019-11-02 15:39:00
8907,611873,2019-09-27 18:12:00
8908,377642,2019-09-27 11:42:00
8909,247502,2019-09-25 12:50:00
8910,498329,2019-09-27 11:42:00
8911,527089,2019-09-25 12:50:00
8912,443037,2019-09-27 18:12:00
8913,377082,2019-11-02 15:39:00
8914,486947,2019-09-27 18:12:00
8915,483561,2019-09-27 11:42:00
8916,683763,2019-09-27 18:12:00
8917,595070,2019-09-27 11:42:00
8918,513946,2019-11-02 15:39:00
8919,609336,2019-11-02 15:39:00
8920,456995,2019-09-25 12:50:00
8921,553572,2019-09-25 12:50:00
8922,263048,2019-09-25 12:50:00
8923,500468,2019-10-28 17:34:00
8924,498659,2019-09-25 12:50:00
8925,523584,2019-09-27 18:12:00
8926,525598,2019-09-27 18:12:00
8927,450632,2019-10-28 17:34:00
8928,540905,2019-10-28 17:34:00
8929,504279,2019-10-28 17:34:00
8930,587702,2019-10-28 17:34:00
8931,587706,2019-09-27 11:42:00
8932,528542,2019-10-28 17:34:00
8933,509937,2019-10-28 17:34:00
8934,592333,2019-11-02 15:39:00
8935,392394,2019-09-27 11:42:00
8936,449251,2019-11-02 15:39:00
8937,557053,2019-09-27 18:12:00
8938,557028,2019-09-27 11:42:00
8939,557067,2019-10-28 17:34:00
8940,532679,2019-09-27 18:12:00
8941,428257,2019-09-25 12:50:00
8942,470476,2019-10-28 17:34:00
8943,382890,2019-09-27 18:12:00
8944,542979,2019-11-02 15:39:00
8945,457829,2019-09-25 12:50:00
8946,592543,2019-10-28 17:34:00
8947,504416,2019-09-25 12:50:00
8948,483607,2019-09-27 18:12:00
8949,623308,2019-09-27 18:12:00
8950,609893,2019-09-27 18:12:00
8951,523534,2019-10-28 17:34:00
8952,406790,2019-09-27 11:42:00
8953,537469,2019-09-25 12:50:00
8954,515852,2019-09-27 18:12:00
8955,445880,2019-11-02 15:39:00
8956,636559,2019-11-02 15:39:00
8957,543837,2019-11-02 15:39:00
8958,584133,2019-09-27 11:42:00
8959,510480,2019-10-28 17:34:00
8960,562522,2019-10-28 17:34:00
8961,561537,2019-09-27 18:12:00
8962,470646,2019-09-27 18:12:00
8963,466542,2019-09-27 11:42:00
8964,464434,2019-11-02 15:39:00
8965,623432,2019-09-27 18:12:00
8966,541585,2019-09-27 18:12:00
8967,640108,2019-09-27 11:42:00
8968,581188,2019-09-25 12:50:00
8969,691114,2019-09-27 11:42:00
8970,514776,2019-09-25 12:50:00
8971,541026,2019-09-27 11:42:00
8972,533991,2019-09-27 18:12:00
8973,612979,2019-10-28 17:34:00
8974,569820,2019-10-28 17:34:00
8975,568476,2019-10-28 17:34:00
8976,542497,2019-11-02 15:39:00
8977,453620,2019-11-02 15:39:00
8978,538106,2019-09-25 12:50:00
8979,644966,2019-10-28 17:34:00
8980,586694,2019-09-27 18:12:00
8981,494340,2019-11-02 15:39:00
8982,582571,2019-10-28 17:34:00
8983,494189,2019-09-27 18:12:00
8984,479979,2019-10-28 17:34:00
8985,279073,2019-09-27 11:42:00
8986,523376,2019-09-27 18:12:00
8987,508084,2019-09-27 18:12:00
8988,524760,2019-09-27 11:42:00
8989,439869,2019-10-28 17:34:00
8990,387581,2019-11-02 15:39:00
8991,462425,2019-09-27 18:12:00
8992,557221,2019-09-25 12:50:00
8993,687243,2019-11-02 15:39:00
8994,599779,2019-11-02 15:39:00
8995,527588,2019-09-25 12:50:00
8996,527758,2019-09-25 12:50:00
8997,449850,2019-09-27 11:42:00
8998,628395,2019-09-27 11:42:00
8999,588504,2019-09-27 18:12:00
9000,376163,2019-10-28 17:34:00
9001,585449,2019-09-27 11:42:00
9002,590568,2019-09-27 11:42:00
9003,383255,2019-09-27 18:12:00
9004,620215,2019-09-27 11:42:00
9005,476909,2019-10-28 17:34:00
9006,515585,2019-11-02 15:39:00
9007,384171,2019-10-28 17:34:00
9008,642823,2019-09-27 11:42:00
9009,667270,2019-10-28 17:34:00
9010,558323,2019-09-27 11:42:00
9011,336310,2019-09-27 18:12:00
9012,667533,2019-09-25 12:50:00
9013,556216,2019-10-28 17:34:00
9014,613154,2019-09-27 11:42:00
9015,474298,2019-09-27 18:12:00
9016,268987,2019-09-27 18:12:00
9017,416933,2019-09-27 11:42:00
9018,418380,2019-09-27 18:12:00
9019,293321,2019-11-02 15:39:00
9020,293872,2019-09-27 18:12:00
9021,330909,2019-09-25 12:50:00
9022,335307,2019-11-02 15:39:00
9023,680363,2019-09-25 12:50:00
9024,577430,2019-09-27 11:42:00
9025,485234,2019-09-27 11:42:00
9026,484320,2019-10-28 17:34:00
9027,411921,2019-10-28 17:34:00
9028,370314,2019-11-02 15:39:00
9029,548375,2019-09-25 12:50:00
9030,619126,2019-11-02 15:39:00
9031,610819,2019-09-27 18:12:00
