,Nº de Série do DOF,RegistroEntrada
3326,534377,2019-11-02 15:39:00
3327,531901,2019-10-28 17:34:00
3328,630804,2019-09-27 11:42:00
3329,506775,2019-09-27 11:42:00
3330,659900,2019-09-25 12:50:00
3331,613091,2019-09-25 12:50:00
3332,616399,2019-09-27 11:42:00
3333,569447,2019-11-02 15:39:00
3334,480878,2019-09-25 12:50:00
3335,482346,2019-11-02 15:39:00
3336,482989,2019-09-27 11:42:00
3337,480904,2019-09-25 12:50:00
3338,482483,2019-10-28 17:34:00
3339,538850,2019-09-27 11:42:00
3340,534769,2019-09-25 12:50:00
3341,577473,2019-10-28 17:34:00
3342,577477,2019-09-27 11:42:00
3343,614273,2019-11-02 15:39:00
3344,462353,2019-11-02 15:39:00
3345,553495,2019-09-25 12:50:00
3346,549444,2019-11-02 15:39:00
3347,553955,2019-11-02 15:39:00
3348,496928,2019-09-27 11:42:00
3349,521752,2019-09-25 12:50:00
3350,603922,2019-09-27 18:12:00
3351,316835,2019-11-02 15:39:00
3352,592973,2019-09-27 11:42:00
3353,523443,2019-09-25 12:50:00
3354,450875,2019-09-27 11:42:00
3355,514533,2019-09-25 12:50:00
3356,515842,2019-09-27 11:42:00
3357,514765,2019-10-28 17:34:00
3358,523625,2019-09-25 12:50:00
3359,442549,2019-09-27 18:12:00
3360,610604,2019-11-02 15:39:00
3361,609685,2019-11-02 15:39:00
3362,378583,2019-09-27 18:12:00
3363,449210,2019-11-02 15:39:00
3364,504373,2019-09-27 11:42:00
3365,526333,2019-11-02 15:39:00
3366,512616,2019-09-27 11:42:00
3367,609799,2019-09-27 18:12:00
3368,610781,2019-10-28 17:34:00
3369,559326,2019-09-27 11:42:00
3370,556889,2019-10-28 17:34:00
3371,588606,2019-10-28 17:34:00
3372,452403,2019-09-27 11:42:00
3373,326132,2019-11-02 15:39:00
3374,473588,2019-09-27 18:12:00
3375,647092,2019-10-28 17:34:00
3376,504294,2019-09-27 11:42:00
3377,507051,2019-10-28 17:34:00
3378,448498,2019-09-27 18:12:00
3379,685542,2019-10-28 17:34:00
3380,548490,2019-09-27 18:12:00
3381,610579,2019-09-27 18:12:00
3382,429097,2019-09-25 12:50:00
3383,426631,2019-09-25 12:50:00
3384,541726,2019-09-27 18:12:00
3385,534639,2019-11-02 15:39:00
3386,514345,2019-09-27 18:12:00
3387,512687,2019-09-25 12:50:00
3388,451944,2019-09-27 18:12:00
3389,492452,2019-09-27 18:12:00
3390,492420,2019-10-28 17:34:00
3391,482452,2019-09-27 18:12:00
3392,619640,2019-09-25 12:50:00
3393,617081,2019-09-27 18:12:00
3394,540586,2019-09-27 11:42:00
3395,540587,2019-10-28 17:34:00
3396,524756,2019-11-02 15:39:00
3397,439835,2019-09-27 18:12:00
3398,535614,2019-09-25 12:50:00
3399,537365,2019-09-25 12:50:00
3400,630412,2019-10-28 17:34:00
3401,459122,2019-10-28 17:34:00
3402,566714,2019-10-28 17:34:00
3403,565513,2019-10-28 17:34:00
3404,567676,2019-11-02 15:39:00
3405,566626,2019-09-27 11:42:00
3406,447563,2019-11-02 15:39:00
3407,445147,2019-11-02 15:39:00
3408,665188,2019-09-27 11:42:00
3409,633225,2019-10-28 17:34:00
3410,545572,2019-10-28 17:34:00
3411,582179,2019-09-27 11:42:00
3412,582054,2019-09-27 18:12:00
3413,508962,2019-11-02 15:39:00
3414,545717,2019-11-02 15:39:00
3415,642020,2019-11-02 15:39:00
3416,636292,2019-09-25 12:50:00
3417,391653,2019-09-27 18:12:00
3418,492287,2019-09-27 18:12:00
3419,609886,2019-09-27 11:42:00
3420,492229,2019-11-02 15:39:00
3421,659928,2019-09-27 18:12:00
3422,247481,2019-10-28 17:34:00
3423,497980,2019-09-25 12:50:00
3424,623577,2019-09-27 11:42:00
3425,661586,2019-11-02 15:39:00
3426,588488,2019-11-02 15:39:00
3427,533910,2019-11-02 15:39:00
3428,588444,2019-09-27 18:12:00
3429,436610,2019-11-02 15:39:00
3430,301077,2019-09-27 18:12:00
3431,683257,2019-09-27 11:42:00
3432,625682,2019-11-02 15:39:00
3433,626911,2019-11-02 15:39:00
3434,690825,2019-09-27 18:12:00
3435,502643,2019-09-27 18:12:00
3436,504368,2019-09-27 18:12:00
3437,633818,2019-09-27 11:42:00
3438,326327,2019-09-27 18:12:00
3439,484204,2019-10-28 17:34:00
3440,484363,2019-09-27 11:42:00
3441,523470,2019-10-28 17:34:00
3442,526597,2019-09-25 12:50:00
3443,484026,2019-09-27 18:12:00
3444,485458,2019-09-27 18:12:00
3445,557147,2019-10-28 17:34:00
3446,666429,2019-09-25 12:50:00
3447,423431,2019-09-27 11:42:00
3448,577474,2019-10-28 17:34:00
3449,493940,2019-09-27 11:42:00
3450,577048,2019-11-02 15:39:00
3451,474255,2019-09-25 12:50:00
3452,474614,2019-11-02 15:39:00
3453,459321,2019-09-27 18:12:00
3454,606249,2019-11-02 15:39:00
3455,371148,2019-09-25 12:50:00
3456,556512,2019-11-02 15:39:00
3457,555041,2019-10-28 17:34:00
3458,569477,2019-09-25 12:50:00
3459,569881,2019-09-27 11:42:00
3460,554059,2019-09-27 11:42:00
3461,556715,2019-09-25 12:50:00
3462,465124,2019-09-25 12:50:00
3463,496794,2019-10-28 17:34:00
3464,271484,2019-09-25 12:50:00
3465,648269,2019-09-27 18:12:00
3466,360925,2019-09-27 11:42:00
3467,354329,2019-10-28 17:34:00
3468,406510,2019-10-28 17:34:00
3469,261128,2019-09-27 11:42:00
3470,497641,2019-09-27 11:42:00
3471,398693,2019-09-25 12:50:00
3472,564498,2019-11-02 15:39:00
3473,483235,2019-10-28 17:34:00
3474,479619,2019-09-27 11:42:00
3475,483307,2019-09-27 18:12:00
3476,479121,2019-09-25 12:50:00
3477,316435,2019-10-28 17:34:00
3478,483400,2019-09-27 18:12:00
3479,401481,2019-09-25 12:50:00
3480,533950,2019-10-28 17:34:00
3481,455408,2019-10-28 17:34:00
3482,561522,2019-09-25 12:50:00
3483,561528,2019-10-28 17:34:00
3484,469430,2019-11-02 15:39:00
3485,558346,2019-09-25 12:50:00
3486,314456,2019-11-02 15:39:00
3487,641523,2019-10-28 17:34:00
3488,653021,2019-09-25 12:50:00
3489,648193,2019-10-28 17:34:00
3490,504274,2019-09-25 12:50:00
3491,433349,2019-11-02 15:39:00
3492,508975,2019-10-28 17:34:00
3493,284348,2019-09-27 11:42:00
3494,390943,2019-09-25 12:50:00
3495,539108,2019-11-02 15:39:00
3496,541037,2019-11-02 15:39:00
3497,541658,2019-09-27 11:42:00
3498,538471,2019-11-02 15:39:00
3499,627373,2019-09-25 12:50:00
3500,284402,2019-11-02 15:39:00
3501,531829,2019-09-27 11:42:00
3502,580203,2019-11-02 15:39:00
3503,494138,2019-09-27 18:12:00
3504,493866,2019-11-02 15:39:00
3505,474793,2019-11-02 15:39:00
3506,664803,2019-09-27 11:42:00
3507,444117,2019-11-02 15:39:00
3508,615000,2019-09-27 18:12:00
3509,574676,2019-09-27 11:42:00
3510,577485,2019-09-27 18:12:00
3511,472708,2019-09-25 12:50:00
3512,633880,2019-09-25 12:50:00
3513,545598,2019-11-02 15:39:00
3514,617933,2019-09-27 11:42:00
3515,618994,2019-09-25 12:50:00
3516,564523,2019-11-02 15:39:00
3517,565710,2019-09-27 18:12:00
3518,554078,2019-09-27 11:42:00
3519,620449,2019-11-02 15:39:00
3520,475052,2019-09-27 18:12:00
3521,290783,2019-09-27 11:42:00
3522,344673,2019-11-02 15:39:00
3523,527435,2019-10-28 17:34:00
3524,545812,2019-10-28 17:34:00
3525,447751,2019-11-02 15:39:00
3526,609552,2019-10-28 17:34:00
3527,436602,2019-11-02 15:39:00
3528,398731,2019-09-27 11:42:00
3529,508945,2019-09-27 11:42:00
3530,439864,2019-09-25 12:50:00
3531,508917,2019-09-27 18:12:00
3532,441556,2019-09-27 11:42:00
3533,448562,2019-09-27 18:12:00
3534,587017,2019-09-25 12:50:00
3535,588147,2019-09-25 12:50:00
3536,587215,2019-11-02 15:39:00
3537,494821,2019-10-28 17:34:00
3538,600763,2019-10-28 17:34:00
3539,527395,2019-09-27 18:12:00
3540,513829,2019-11-02 15:39:00
3541,696803,2019-10-28 17:34:00
3542,588498,2019-10-28 17:34:00
3543,511810,2019-09-27 18:12:00
3544,452446,2019-10-28 17:34:00
3545,454067,2019-09-25 12:50:00
3546,426519,2019-09-27 11:42:00
3547,484382,2019-10-28 17:34:00
3548,355944,2019-09-27 11:42:00
3549,587558,2019-10-28 17:34:00
3550,571084,2019-09-27 18:12:00
3551,568308,2019-09-25 12:50:00
3552,569440,2019-10-28 17:34:00
3553,555108,2019-09-27 18:12:00
3554,455181,2019-09-27 18:12:00
3555,380680,2019-10-28 17:34:00
3556,698284,2019-09-27 18:12:00
3557,261701,2019-09-25 12:50:00
3558,499490,2019-11-02 15:39:00
3559,515676,2019-10-28 17:34:00
3560,511556,2019-11-02 15:39:00
3561,522720,2019-11-02 15:39:00
3562,633714,2019-09-27 18:12:00
3563,395469,2019-11-02 15:39:00
3564,449225,2019-09-27 11:42:00
3565,698623,2019-09-27 18:12:00
3566,449032,2019-09-27 11:42:00
3567,449137,2019-09-27 18:12:00
3568,556870,2019-11-02 15:39:00
3569,557144,2019-09-25 12:50:00
3570,557171,2019-11-02 15:39:00
3571,666572,2019-11-02 15:39:00
3572,471089,2019-11-02 15:39:00
3573,681216,2019-09-25 12:50:00
3574,548572,2019-09-27 11:42:00
3575,508593,2019-09-27 18:12:00
3576,652929,2019-09-25 12:50:00
3577,650198,2019-10-28 17:34:00
3578,656643,2019-09-27 18:12:00
3579,644900,2019-09-25 12:50:00
3580,660721,2019-09-27 11:42:00
3581,490971,2019-09-25 12:50:00
3582,610814,2019-09-27 11:42:00
3583,259806,2019-09-27 11:42:00
3584,506773,2019-09-27 18:12:00
3585,496156,2019-09-27 18:12:00
3586,504376,2019-11-02 15:39:00
3587,675194,2019-11-02 15:39:00
3588,606325,2019-09-27 11:42:00
3589,610713,2019-09-27 18:12:00
3590,489891,2019-09-27 11:42:00
3591,488578,2019-09-25 12:50:00
3592,492254,2019-09-27 18:12:00
3593,526494,2019-09-27 11:42:00
3594,523570,2019-11-02 15:39:00
3595,471683,2019-09-27 18:12:00
3596,687162,2019-11-02 15:39:00
3597,588531,2019-10-28 17:34:00
3598,590680,2019-10-28 17:34:00
3599,589487,2019-09-27 11:42:00
3600,512656,2019-11-02 15:39:00
3601,588361,2019-09-27 11:42:00
3602,592836,2019-11-02 15:39:00
3603,588390,2019-10-28 17:34:00
3604,577479,2019-09-25 12:50:00
3605,484337,2019-09-27 18:12:00
3606,262262,2019-11-02 15:39:00
3607,252583,2019-09-27 11:42:00
3608,263768,2019-11-02 15:39:00
3609,264195,2019-09-27 18:12:00
3610,597439,2019-10-28 17:34:00
3611,588460,2019-09-25 12:50:00
3612,452957,2019-09-25 12:50:00
3613,512299,2019-10-28 17:34:00
3614,511798,2019-11-02 15:39:00
3615,655580,2019-09-25 12:50:00
3616,447217,2019-09-25 12:50:00
3617,545673,2019-09-27 18:12:00
3618,475318,2019-09-25 12:50:00
3619,404075,2019-09-27 18:12:00
3620,606312,2019-09-25 12:50:00
3621,551865,2019-09-27 18:12:00
3622,503618,2019-11-02 15:39:00
3623,465988,2019-09-25 12:50:00
3624,290411,2019-11-02 15:39:00
3625,498577,2019-09-25 12:50:00
3626,631772,2019-09-27 18:12:00
3627,566140,2019-10-28 17:34:00
3628,568464,2019-09-27 18:12:00
3629,592984,2019-09-27 11:42:00
3630,404636,2019-09-25 12:50:00
3631,454993,2019-10-28 17:34:00
3632,526508,2019-09-27 11:42:00
3633,516540,2019-10-28 17:34:00
3634,514757,2019-09-27 11:42:00
3635,447323,2019-09-25 12:50:00
3636,415134,2019-11-02 15:39:00
3637,541795,2019-09-27 18:12:00
3638,539595,2019-09-25 12:50:00
3639,596464,2019-09-25 12:50:00
3640,508855,2019-10-28 17:34:00
3641,507672,2019-09-25 12:50:00
3642,514558,2019-10-28 17:34:00
3643,516670,2019-09-25 12:50:00
3644,342216,2019-09-27 11:42:00
3645,384692,2019-11-02 15:39:00
3646,386740,2019-09-27 11:42:00
3647,518654,2019-10-28 17:34:00
3648,667307,2019-09-27 11:42:00
3649,557155,2019-09-25 12:50:00
3650,670080,2019-09-27 11:42:00
3651,559343,2019-11-02 15:39:00
3652,558668,2019-10-28 17:34:00
3653,582894,2019-09-27 11:42:00
3654,648288,2019-09-25 12:50:00
3655,537318,2019-09-25 12:50:00
3656,673048,2019-09-27 11:42:00
3657,654346,2019-09-27 18:12:00
3658,479075,2019-09-27 11:42:00
3659,295446,2019-10-28 17:34:00
3660,514585,2019-11-02 15:39:00
3661,623470,2019-10-28 17:34:00
3662,623381,2019-09-27 11:42:00
3663,312450,2019-09-27 18:12:00
3664,356774,2019-09-27 11:42:00
3665,588352,2019-11-02 15:39:00
3666,591546,2019-09-27 11:42:00
3667,528814,2019-10-28 17:34:00
3668,575670,2019-09-27 18:12:00
3669,436276,2019-09-25 12:50:00
3670,587086,2019-09-27 11:42:00
3671,433284,2019-11-02 15:39:00
3672,483913,2019-11-02 15:39:00
3673,583324,2019-11-02 15:39:00
3674,614892,2019-09-27 11:42:00
3675,283618,2019-09-25 12:50:00
3676,286398,2019-09-27 18:12:00
3677,579816,2019-11-02 15:39:00
3678,698056,2019-10-28 17:34:00
3679,698261,2019-09-27 11:42:00
3680,581245,2019-09-27 11:42:00
3681,494321,2019-09-27 11:42:00
3682,483533,2019-09-27 11:42:00
3683,431527,2019-11-02 15:39:00
3684,690674,2019-09-25 12:50:00
3685,534619,2019-10-28 17:34:00
3686,502307,2019-10-28 17:34:00
3687,502519,2019-11-02 15:39:00
3688,438084,2019-11-02 15:39:00
3689,489658,2019-09-25 12:50:00
3690,563624,2019-09-25 12:50:00
3691,479294,2019-09-27 11:42:00
3692,676167,2019-10-28 17:34:00
3693,507065,2019-10-28 17:34:00
3694,514672,2019-10-28 17:34:00
3695,504327,2019-11-02 15:39:00
3696,556294,2019-09-27 11:42:00
3697,429896,2019-09-25 12:50:00
3698,350721,2019-09-27 11:42:00
3699,661310,2019-11-02 15:39:00
3700,440955,2019-09-27 18:12:00
3701,685672,2019-09-25 12:50:00
3702,362084,2019-09-27 18:12:00
3703,392631,2019-09-25 12:50:00
3704,307969,2019-09-25 12:50:00
3705,490060,2019-11-02 15:39:00
3706,648297,2019-09-25 12:50:00
3707,622496,2019-09-27 11:42:00
3708,621368,2019-10-28 17:34:00
3709,641524,2019-09-27 11:42:00
3710,630936,2019-10-28 17:34:00
3711,503649,2019-10-28 17:34:00
3712,503212,2019-10-28 17:34:00
3713,533925,2019-09-27 18:12:00
3714,564033,2019-09-27 11:42:00
3715,567289,2019-09-27 18:12:00
3716,567746,2019-10-28 17:34:00
3717,623306,2019-09-25 12:50:00
3718,443704,2019-11-02 15:39:00
3719,636557,2019-09-27 18:12:00
3720,635137,2019-10-28 17:34:00
3721,635120,2019-09-27 11:42:00
3722,581867,2019-10-28 17:34:00
3723,508929,2019-09-27 18:12:00
3724,514559,2019-09-27 18:12:00
3725,431528,2019-09-27 11:42:00
3726,442543,2019-09-25 12:50:00
3727,377825,2019-09-25 12:50:00
3728,601164,2019-10-28 17:34:00
3729,483602,2019-11-02 15:39:00
3730,582058,2019-11-02 15:39:00
3731,584064,2019-09-25 12:50:00
3732,620172,2019-09-25 12:50:00
3733,562105,2019-10-28 17:34:00
3734,467161,2019-10-28 17:34:00
3735,466129,2019-10-28 17:34:00
3736,466022,2019-09-27 11:42:00
3737,383330,2019-10-28 17:34:00
3738,673820,2019-09-27 18:12:00
3739,657762,2019-09-27 11:42:00
3740,647893,2019-11-02 15:39:00
3741,576561,2019-11-02 15:39:00
3742,487702,2019-10-28 17:34:00
3743,422629,2019-11-02 15:39:00
3744,422636,2019-10-28 17:34:00
3745,519115,2019-09-27 18:12:00
3746,336605,2019-09-27 18:12:00
3747,644852,2019-09-25 12:50:00
3748,627810,2019-09-27 18:12:00
3749,628363,2019-09-27 11:42:00
3750,493384,2019-09-27 18:12:00
3751,557160,2019-09-27 18:12:00
3752,422746,2019-09-25 12:50:00
3753,495568,2019-11-02 15:39:00
3754,496161,2019-10-28 17:34:00
3755,494272,2019-09-27 18:12:00
3756,558621,2019-09-25 12:50:00
3757,619715,2019-10-28 17:34:00
3758,568990,2019-09-27 18:12:00
3759,620985,2019-11-02 15:39:00
3760,671795,2019-09-27 11:42:00
3761,294410,2019-09-27 18:12:00
3762,334549,2019-09-27 18:12:00
3763,334459,2019-09-27 11:42:00
3764,472706,2019-10-28 17:34:00
3765,410783,2019-09-27 18:12:00
3766,411136,2019-11-02 15:39:00
3767,554580,2019-09-27 11:42:00
3768,316834,2019-11-02 15:39:00
3769,510005,2019-09-27 18:12:00
3770,359145,2019-10-28 17:34:00
3771,447326,2019-11-02 15:39:00
3772,545749,2019-09-27 11:42:00
3773,415757,2019-09-27 11:42:00
3774,562734,2019-09-25 12:50:00
3775,479071,2019-11-02 15:39:00
3776,686515,2019-10-28 17:34:00
3777,660737,2019-09-27 18:12:00
3778,590660,2019-09-27 18:12:00
3779,590856,2019-09-25 12:50:00
3780,529138,2019-11-02 15:39:00
3781,610832,2019-09-27 11:42:00
3782,498879,2019-10-28 17:34:00
3783,587988,2019-10-28 17:34:00
3784,433989,2019-09-27 18:12:00
3785,579807,2019-11-02 15:39:00
3786,694403,2019-09-25 12:50:00
3787,630711,2019-09-27 18:12:00
3788,503344,2019-09-27 11:42:00
3789,431522,2019-09-27 18:12:00
3790,514410,2019-09-27 18:12:00
3791,514436,2019-09-27 11:42:00
3792,525195,2019-10-28 17:34:00
3793,652396,2019-10-28 17:34:00
3794,633790,2019-09-27 18:12:00
3795,390891,2019-09-27 11:42:00
3796,534682,2019-09-27 11:42:00
3797,545488,2019-09-27 18:12:00
3798,591602,2019-10-28 17:34:00
3799,467726,2019-09-27 11:42:00
3800,550288,2019-09-25 12:50:00
3801,441797,2019-09-27 18:12:00
3802,523595,2019-09-27 18:12:00
3803,441522,2019-09-27 18:12:00
3804,607641,2019-09-27 18:12:00
3805,447255,2019-09-25 12:50:00
3806,245363,2019-10-28 17:34:00
3807,661592,2019-09-27 18:12:00
3808,657734,2019-09-27 18:12:00
3809,531115,2019-11-02 15:39:00
3810,609645,2019-09-25 12:50:00
3811,510295,2019-09-25 12:50:00
3812,511808,2019-09-27 18:12:00
3813,511647,2019-09-27 11:42:00
3814,444546,2019-09-27 18:12:00
3815,540986,2019-09-27 11:42:00
3816,545665,2019-09-27 11:42:00
3817,583784,2019-10-28 17:34:00
3818,510892,2019-09-25 12:50:00
3819,513301,2019-09-27 11:42:00
3820,508849,2019-09-27 11:42:00
3821,467182,2019-10-28 17:34:00
3822,647125,2019-10-28 17:34:00
3823,539813,2019-09-27 11:42:00
3824,623512,2019-09-25 12:50:00
3825,691249,2019-11-02 15:39:00
3826,437283,2019-09-27 11:42:00
3827,437893,2019-11-02 15:39:00
3828,503654,2019-09-25 12:50:00
3829,514859,2019-11-02 15:39:00
3830,670421,2019-09-25 12:50:00
3831,641811,2019-11-02 15:39:00
3832,638869,2019-11-02 15:39:00
3833,622995,2019-09-27 18:12:00
3834,649285,2019-11-02 15:39:00
3835,534698,2019-09-27 18:12:00
3836,291989,2019-10-28 17:34:00
3837,336285,2019-10-28 17:34:00
3838,666435,2019-11-02 15:39:00
3839,568544,2019-09-27 18:12:00
3840,534614,2019-10-28 17:34:00
3841,507261,2019-09-27 11:42:00
3842,494323,2019-10-28 17:34:00
3843,522664,2019-10-28 17:34:00
3844,620174,2019-09-25 12:50:00
3845,619519,2019-10-28 17:34:00
3846,478407,2019-09-27 18:12:00
3847,621749,2019-10-28 17:34:00
3848,317482,2019-10-28 17:34:00
3849,463661,2019-09-27 11:42:00
3850,555916,2019-09-25 12:50:00
3851,420667,2019-09-27 11:42:00
3852,573863,2019-09-27 18:12:00
3853,478922,2019-09-27 18:12:00
3854,372388,2019-09-27 18:12:00
3855,386367,2019-09-27 11:42:00
3856,523107,2019-09-27 18:12:00
3857,608536,2019-09-27 18:12:00
3858,553971,2019-09-27 11:42:00
3859,450421,2019-09-27 11:42:00
3860,509056,2019-09-25 12:50:00
3861,560957,2019-09-27 11:42:00
3862,406221,2019-11-02 15:39:00
3863,698727,2019-09-27 11:42:00
3864,292510,2019-10-28 17:34:00
3865,474197,2019-09-25 12:50:00
3866,478396,2019-11-02 15:39:00
3867,460299,2019-11-02 15:39:00
3868,295327,2019-10-28 17:34:00
3869,531898,2019-09-27 11:42:00
3870,531685,2019-09-27 18:12:00
3871,434088,2019-09-27 11:42:00
3872,649615,2019-10-28 17:34:00
3873,653002,2019-09-27 11:42:00
3874,486859,2019-09-27 18:12:00
3875,486261,2019-09-27 18:12:00
3876,415480,2019-09-25 12:50:00
3877,483300,2019-11-02 15:39:00
3878,479783,2019-11-02 15:39:00
3879,393428,2019-11-02 15:39:00
3880,479070,2019-11-02 15:39:00
3881,494292,2019-10-28 17:34:00
3882,540332,2019-09-27 18:12:00
3883,436205,2019-09-27 11:42:00
3884,661276,2019-09-25 12:50:00
3885,448543,2019-09-27 18:12:00
3886,485451,2019-09-27 11:42:00
3887,605052,2019-11-02 15:39:00
3888,610888,2019-11-02 15:39:00
3889,498540,2019-11-02 15:39:00
3890,483499,2019-09-27 18:12:00
3891,261069,2019-11-02 15:39:00
3892,485626,2019-09-25 12:50:00
3893,409162,2019-09-27 18:12:00
3894,449572,2019-09-27 18:12:00
3895,447614,2019-09-25 12:50:00
3896,545447,2019-11-02 15:39:00
3897,545010,2019-09-27 18:12:00
3898,543864,2019-11-02 15:39:00
3899,593042,2019-11-02 15:39:00
3900,404974,2019-11-02 15:39:00
3901,353186,2019-09-27 11:42:00
3902,610222,2019-09-27 11:42:00
3903,615376,2019-11-02 15:39:00
3904,539787,2019-09-25 12:50:00
3905,498725,2019-11-02 15:39:00
3906,588501,2019-09-25 12:50:00
3907,587709,2019-09-27 11:42:00
3908,585792,2019-10-28 17:34:00
3909,567473,2019-09-27 11:42:00
3910,481665,2019-09-25 12:50:00
3911,468325,2019-09-27 18:12:00
3912,510509,2019-09-25 12:50:00
3913,452937,2019-09-25 12:50:00
3914,522578,2019-09-27 11:42:00
3915,618815,2019-11-02 15:39:00
3916,308110,2019-10-28 17:34:00
3917,610676,2019-09-25 12:50:00
3918,611971,2019-09-27 18:12:00
3919,529845,2019-11-02 15:39:00
3920,649508,2019-10-28 17:34:00
3921,540308,2019-11-02 15:39:00
3922,538861,2019-10-28 17:34:00
3923,680010,2019-09-25 12:50:00
3924,580905,2019-09-27 11:42:00
3925,241940,2019-09-25 12:50:00
3926,434166,2019-10-28 17:34:00
3927,467128,2019-09-25 12:50:00
3928,484379,2019-09-27 11:42:00
3929,672405,2019-11-02 15:39:00
3930,629305,2019-10-28 17:34:00
3931,524167,2019-09-25 12:50:00
3932,633830,2019-09-27 11:42:00
3933,513904,2019-09-27 18:12:00
3934,522814,2019-09-27 18:12:00
3935,514505,2019-09-27 11:42:00
3936,648327,2019-09-27 18:12:00
3937,537638,2019-11-02 15:39:00
3938,626193,2019-09-27 18:12:00
3939,289637,2019-10-28 17:34:00
3940,471388,2019-09-25 12:50:00
3941,665425,2019-10-28 17:34:00
3942,494315,2019-09-27 18:12:00
3943,508039,2019-11-02 15:39:00
3944,414389,2019-09-27 18:12:00
3945,567526,2019-09-27 18:12:00
3946,567557,2019-10-28 17:34:00
3947,442951,2019-09-27 11:42:00
3948,475481,2019-09-25 12:50:00
3949,406950,2019-09-27 18:12:00
3950,603972,2019-09-27 18:12:00
3951,635158,2019-09-27 18:12:00
3952,546072,2019-11-02 15:39:00
3953,545823,2019-09-27 11:42:00
3954,545687,2019-09-27 18:12:00
3955,550996,2019-09-25 12:50:00
3956,556826,2019-09-27 18:12:00
3957,463163,2019-09-27 18:12:00
3958,522261,2019-09-27 18:12:00
3959,518697,2019-09-27 18:12:00
3960,522585,2019-10-28 17:34:00
3961,584676,2019-09-27 11:42:00
3962,582444,2019-09-27 11:42:00
3963,598236,2019-11-02 15:39:00
3964,438443,2019-09-27 18:12:00
3965,498850,2019-10-28 17:34:00
3966,265226,2019-10-28 17:34:00
3967,267817,2019-09-27 18:12:00
3968,564526,2019-11-02 15:39:00
3969,633232,2019-09-27 18:12:00
3970,597334,2019-09-27 18:12:00
3971,284404,2019-09-27 18:12:00
3972,519544,2019-10-28 17:34:00
3973,380760,2019-09-27 11:42:00
3974,519045,2019-11-02 15:39:00
3975,557086,2019-10-28 17:34:00
3976,562169,2019-10-28 17:34:00
3977,613230,2019-11-02 15:39:00
3978,597324,2019-09-25 12:50:00
3979,372549,2019-11-02 15:39:00
3980,326056,2019-09-27 11:42:00
3981,490902,2019-09-27 11:42:00
3982,501211,2019-11-02 15:39:00
3983,461466,2019-11-02 15:39:00
3984,564029,2019-11-02 15:39:00
3985,502867,2019-10-28 17:34:00
3986,494282,2019-09-25 12:50:00
3987,344632,2019-10-28 17:34:00
3988,344340,2019-09-27 18:12:00
3989,584120,2019-09-27 11:42:00
3990,584233,2019-09-27 18:12:00
3991,440050,2019-11-02 15:39:00
3992,545697,2019-09-27 18:12:00
3993,522532,2019-09-27 11:42:00
3994,444314,2019-11-02 15:39:00
3995,522845,2019-11-02 15:39:00
3996,514679,2019-09-27 18:12:00
3997,517571,2019-09-25 12:50:00
3998,514553,2019-09-25 12:50:00
3999,388400,2019-09-27 11:42:00
4000,388266,2019-09-27 18:12:00
4001,388644,2019-09-27 11:42:00
4002,593563,2019-09-27 18:12:00
4003,428662,2019-10-28 17:34:00
4004,430831,2019-09-27 11:42:00
4005,505262,2019-09-25 12:50:00
4006,497188,2019-10-28 17:34:00
4007,500875,2019-09-27 18:12:00
4008,496804,2019-10-28 17:34:00
4009,264122,2019-11-02 15:39:00
4010,522767,2019-09-27 11:42:00
4011,508504,2019-10-28 17:34:00
4012,508604,2019-10-28 17:34:00
4013,433826,2019-09-25 12:50:00
4014,392495,2019-09-27 11:42:00
4015,523531,2019-09-25 12:50:00
4016,524560,2019-09-27 18:12:00
4017,339565,2019-09-27 18:12:00
4018,448438,2019-09-27 18:12:00
4019,393918,2019-09-25 12:50:00
4020,518024,2019-09-27 18:12:00
4021,383996,2019-09-27 18:12:00
4022,699580,2019-09-27 11:42:00
4023,557202,2019-09-25 12:50:00
4024,556290,2019-11-02 15:39:00
4025,557321,2019-09-27 11:42:00
4026,338614,2019-09-27 11:42:00
4027,251472,2019-11-02 15:39:00
4028,588481,2019-11-02 15:39:00
4029,588486,2019-11-02 15:39:00
4030,484881,2019-10-28 17:34:00
4031,485034,2019-09-27 18:12:00
4032,581233,2019-11-02 15:39:00
4033,533014,2019-09-27 11:42:00
4034,528799,2019-09-27 18:12:00
4035,672881,2019-10-28 17:34:00
4036,471947,2019-09-27 18:12:00
4037,477630,2019-09-27 18:12:00
4038,559445,2019-09-25 12:50:00
4039,561138,2019-11-02 15:39:00
4040,465951,2019-09-27 18:12:00
4041,504315,2019-09-27 18:12:00
4042,504435,2019-09-27 18:12:00
4043,240114,2019-10-28 17:34:00
4044,381296,2019-09-25 12:50:00
4045,383341,2019-09-25 12:50:00
4046,487763,2019-09-27 11:42:00
4047,488049,2019-11-02 15:39:00
4048,484225,2019-09-27 11:42:00
4049,565392,2019-10-28 17:34:00
4050,641435,2019-09-25 12:50:00
4051,638566,2019-09-25 12:50:00
4052,563480,2019-10-28 17:34:00
4053,561604,2019-09-27 11:42:00
4054,565428,2019-09-25 12:50:00
4055,275704,2019-09-25 12:50:00
4056,630380,2019-09-25 12:50:00
4057,630799,2019-09-27 18:12:00
4058,505004,2019-11-02 15:39:00
4059,471136,2019-10-28 17:34:00
4060,474741,2019-09-25 12:50:00
