WFDOSSANTOSME;06.147.604/0001-41;510401;AC;RIO BRANCO;PATIO;W F 1;-9,935278;-67,868056;LO-91/2014;INSTITUTO DE MEIO AMBIENTE DO ACRE;26/02/2014;26/02/2018;08/02/2007;2007;Astronium lecointei;Maracatiara;Tora;5,362;M3;Madeira serrada (tábua);2,681;M3;2,0;Cavacos;1,743;M3;0,938;21/11/2019 10:00
INDECOMDEMADGARÇABRANCALTDA;84.314.590/0001-17;22769;AC;ACRELANDIA;PATIO;MGB1;-10,066889;-67,034722;LO-474/2012;INSTITUTO DE MEIO AMBIENTE DO ACRE;08/10/2012;08/10/2016;18/01/2007;2007;Couratari guianensis;Tauari;Tora;9,24;M3;Bloco, quadrado ou filé;6,16;M3;1,5;Caibrinhos;0,301;M3;2,779;21/11/2019 10:00
INDECOMDEMADGARÇABRANCALTDA;84.314.590/0001-17;22769;AC;ACRELANDIA;PATIO;MGB1;-10,066889;-67,034722;LO-474/2012;INSTITUTO DE MEIO AMBIENTE DO ACRE;08/10/2012;08/10/2016;22/01/2007;2007;Hymenaea oblongifolia;Jutaí;Tora;7,0;M3;Madeira serrada (tábua);3,5;M3;2,0;Tacos;1,301;M3;2,199;21/11/2019 10:00
MADEIREIRAFLORESTAINDECOMIMPEEXPORTAÇÃOLTDA;04.596.904/0001-82;9954;AC;RIO BRANCO;PATIO;MADEIREIRA FLORESTA;-9,943889;-67,891667;LO nº 584/2009;INSTITUTO DE MEIO AMBIENTE DO ACRE;22/10/2009;22/10/2012;30/01/2007;2007;Astronium lecointei;Aroeira;Tora;19,589;M3;Madeira serrada (prancha);9,794;M3;2,0001;Ripas;1,2;M3;4,775;21/11/2019 10:00
MADEIREIRAFLORESTAINDECOMIMPEEXPORTAÇÃOLTDA;04.596.904/0001-82;9954;AC;RIO BRANCO;PATIO;MADEIREIRA FLORESTA;-9,943889;-67,891667;LO nº 584/2009;INSTITUTO DE MEIO AMBIENTE DO ACRE;22/10/2009;22/10/2012;30/01/2007;2007;Astronium lecointei;Aroeira;Tora;19,589;M3;Madeira serrada (prancha);9,794;M3;2,0001;Cavacos;2,5;M3;4,775;21/11/2019 10:00
MADEIREIRAFLORESTAINDECOMIMPEEXPORTAÇÃOLTDA;04.596.904/0001-82;9954;AC;RIO BRANCO;PATIO;MADEIREIRA FLORESTA;-9,943889;-67,891667;LO nº 584/2009;INSTITUTO DE MEIO AMBIENTE DO ACRE;22/10/2009;22/10/2012;30/01/2007;2007;Astronium lecointei;Aroeira;Tora;19,589;M3;Madeira serrada (prancha);9,794;M3;2,0001;Resíduo para Aproveitamento Industrial;1,32;M3;4,775;21/11/2019 10:00
TWIINDUSTRIAEIMPORTEXPORTDEMADEIRALTDA;06.280.698/0001-22;523819;AC;RIO BRANCO;PATIO;TWI INDUSTRIA IMP. E EXP. DE MADEIRAS LTDA;-9,941667;-67,890278;;;;;03/02/2007;2007;Copaifera langsdorffii;Copaíba;Tora;8,684;M3;Madeira serrada (tábua);4,342;M3;2,0;Caibrinhos;2,585;M3;0,336;21/11/2019 10:00
TWIINDUSTRIAEIMPORTEXPORTDEMADEIRALTDA;06.280.698/0001-22;523819;AC;RIO BRANCO;PATIO;TWI INDUSTRIA IMP. E EXP. DE MADEIRAS LTDA;-9,941667;-67,890278;;;;;03/02/2007;2007;Copaifera langsdorffii;Copaíba;Tora;8,684;M3;Madeira serrada (tábua);4,342;M3;2,0;Ripas;0,736;M3;0,336;21/11/2019 10:00
TWIINDUSTRIAEIMPORTEXPORTDEMADEIRALTDA;06.280.698/0001-22;523819;AC;RIO BRANCO;PATIO;TWI INDUSTRIA IMP. E EXP. DE MADEIRAS LTDA;-9,941667;-67,890278;;;;;03/02/2007;2007;Copaifera langsdorffii;Copaíba;Tora;8,684;M3;Madeira serrada (tábua);4,342;M3;2,0;Sarrafo;0,685;M3;0,336;21/11/2019 10:00
WFDOSSANTOSME;06.147.604/0001-41;510401;AC;RIO BRANCO;PATIO;W F 1;-9,935278;-67,868056;LO-91/2014;INSTITUTO DE MEIO AMBIENTE DO ACRE;26/02/2014;26/02/2018;05/01/2007;2007;Astronium lecointei;Maracatiara;Tora;1,935;M3;Madeira serrada (tábua);0,967;M3;2,001;Cavacos;0,736;M3;0,232;21/11/2019 10:00
